"","Season","County","Week","Year","Incidents","Predicted","Error","Latitude","Longitude"
"8967","2013-2014","Otsego",52,2013,0,NA,NA,42.6297762,-75.028841
"8968","2013-2014","Putnam",52,2013,8,NA,NA,41.4351,-73.7949
"8969","2013-2014","Queens",52,2013,124,NA,NA,40.7282,-73.7949
"8970","2013-2014","Rensselaer",52,2013,10,NA,NA,42.7104206,-73.5138454
"8971","2013-2014","Richmond",52,2013,34,NA,NA,40.5795,-74.1502
"8972","2013-2014","Rockland",52,2013,10,NA,NA,41.1547851,-74.0247721
"8973","2013-2014","Saratoga",52,2013,25,NA,NA,43.1061353,-73.8553872
"8974","2013-2014","Schenectady",52,2013,5,NA,NA,42.8175421,-74.0435834
"8975","2013-2014","Schoharie",52,2013,1,NA,NA,42.591294,-74.4381718
"8976","2013-2014","Schuyler",52,2013,1,NA,NA,42.419776,-76.9386038
"8977","2013-2014","Seneca",52,2013,1,NA,NA,42.7652,-76.8721
"8978","2013-2014","St lawrence",52,2013,26,NA,NA,44.4881125,-75.074311
"8979","2013-2014","Steuben",52,2013,9,NA,NA,42.2667252,-77.3855253
"8980","2013-2014","Suffolk",52,2013,70,NA,NA,40.943554,-72.6922184
"8981","2013-2014","Sullivan",52,2013,3,NA,NA,41.7201763,-74.7646796
"8982","2013-2014","Tioga",52,2013,3,NA,NA,42.1256,-76.3637
"8983","2013-2014","Tompkins",52,2013,3,NA,NA,42.4532811,-76.4737116
"8984","2013-2014","Ulster",52,2013,1,NA,NA,41.9472321,-74.265447
"8985","2013-2014","Warren",52,2013,3,NA,NA,43.5551053,-73.8381388
"8986","2013-2014","Washington",52,2013,2,NA,NA,43.3123766,-73.4394282
"8987","2013-2014","Wayne",52,2013,10,NA,NA,43.202,-77.0104
"8988","2013-2014","Westchester",52,2013,68,NA,NA,41.1527698,-73.745912
"8989","2013-2014","Wyoming",52,2013,2,NA,NA,42.7013627,-78.2285667
"8990","2013-2014","Yates",52,2013,2,NA,NA,42.6431,-77.1485
"8991","2013-2014","Albany",1,2014,26,NA,NA,42.5882713,-73.9740136
"8992","2013-2014","Allegany",1,2014,2,NA,NA,42.2478938,-78.0261758
"8993","2013-2014","Bronx",1,2014,213,NA,NA,40.8448,-73.8648
"8994","2013-2014","Broome",1,2014,13,NA,NA,42.1619773,-75.830291
"8995","2013-2014","Cattaraugus",1,2014,0,NA,NA,42.2448527,-78.6810055
"8996","2013-2014","Cayuga",1,2014,15,NA,NA,43.0085456,-76.5745866
"8997","2013-2014","Chautauqua",1,2014,9,NA,NA,42.3042159,-79.4075949
"8998","2013-2014","Chemung",1,2014,1,NA,NA,42.1552807,-76.7471788
"8999","2013-2014","Chenango",1,2014,3,NA,NA,42.489732,-75.6049051
"9000","2013-2014","Clinton",1,2014,5,NA,NA,44.7527103,-73.7056478
"9001","2013-2014","Columbia",1,2014,2,NA,NA,42.2477286,-73.6268046
"9002","2013-2014","Cortland",1,2014,2,NA,NA,42.5938237,-76.0762647
"9003","2013-2014","Delaware",1,2014,1,NA,NA,42.1939865,-74.966728
"9004","2013-2014","Dutchess",1,2014,10,NA,NA,41.7550085,-73.7399512
"9005","2013-2014","Erie",1,2014,89,NA,NA,42.752759,-78.7781922
"9006","2013-2014","Essex",1,2014,2,NA,NA,44.1089711,-73.7775726
"9007","2013-2014","Franklin",1,2014,6,NA,NA,44.5943743,-74.3106698
"9008","2013-2014","Fulton",1,2014,3,NA,NA,43.1156093,-74.4236782
"9009","2013-2014","Genesee",1,2014,0,NA,NA,43.0009096,-78.1927784
"9010","2013-2014","Greene",1,2014,4,NA,NA,42.2869511,-74.1494949
"9011","2013-2014","Hamilton",1,2014,0,NA,NA,43.6578786,-74.5024556
"9012","2013-2014","Herkimer",1,2014,10,NA,NA,43.1631,-74.8741
"9013","2013-2014","Jefferson",1,2014,17,NA,NA,44.0607,-75.9928
"9014","2013-2014","Kings",1,2014,137,NA,NA,40.6782,-73.9442
"9015","2013-2014","Lewis",1,2014,2,NA,NA,43.7863965,-75.4426165
"9016","2013-2014","Livingston",1,2014,10,NA,NA,42.7274845,-77.7697795
"9017","2013-2014","Madison",1,2014,10,NA,NA,42.9100255,-75.6635749
"9018","2013-2014","Monroe",1,2014,114,NA,NA,43.174966,-77.639663
"9019","2013-2014","Montgomery",1,2014,3,NA,NA,42.9008912,-74.4353575
"9020","2013-2014","Nassau",1,2014,101,NA,NA,40.7506561,-73.582905
"9021","2013-2014","New york",1,2014,82,NA,NA,40.7831,-73.9712
"9022","2013-2014","Niagara",1,2014,9,NA,NA,43.203001,-78.71083
"9023","2013-2014","Oneida",1,2014,61,NA,NA,43.2427273,-75.4342824
"9024","2013-2014","Onondaga",1,2014,31,NA,NA,43.0065299,-76.1961167
"9025","2013-2014","Ontario",1,2014,9,NA,NA,42.8566949,-77.3032768
"9026","2013-2014","Orange",1,2014,32,NA,NA,41.4024096,-74.3062522
"9027","2013-2014","Orleans",1,2014,3,NA,NA,43.209007,-78.254897
"9028","2013-2014","Oswego",1,2014,10,NA,NA,43.4614428,-76.209258
"9029","2013-2014","Otsego",1,2014,3,NA,NA,42.6297762,-75.028841
"9030","2013-2014","Putnam",1,2014,14,NA,NA,41.4351,-73.7949
"9031","2013-2014","Queens",1,2014,145,NA,NA,40.7282,-73.7949
"9032","2013-2014","Rensselaer",1,2014,10,NA,NA,42.7104206,-73.5138454
"9033","2013-2014","Richmond",1,2014,42,NA,NA,40.5795,-74.1502
"9034","2013-2014","Rockland",1,2014,8,NA,NA,41.1547851,-74.0247721
"9035","2013-2014","Saratoga",1,2014,35,NA,NA,43.1061353,-73.8553872
"9036","2013-2014","Schenectady",1,2014,18,NA,NA,42.8175421,-74.0435834
"9037","2013-2014","Schoharie",1,2014,1,NA,NA,42.591294,-74.4381718
"9038","2013-2014","Schuyler",1,2014,1,NA,NA,42.419776,-76.9386038
"9039","2013-2014","Seneca",1,2014,2,NA,NA,42.7652,-76.8721
"9040","2013-2014","St lawrence",1,2014,40,NA,NA,44.4881125,-75.074311
"9041","2013-2014","Steuben",1,2014,4,NA,NA,42.2667252,-77.3855253
"9042","2013-2014","Suffolk",1,2014,84,NA,NA,40.943554,-72.6922184
"9043","2013-2014","Sullivan",1,2014,6,NA,NA,41.7201763,-74.7646796
"9044","2013-2014","Tioga",1,2014,3,NA,NA,42.1256,-76.3637
"9045","2013-2014","Tompkins",1,2014,5,NA,NA,42.4532811,-76.4737116
"9046","2013-2014","Ulster",1,2014,10,NA,NA,41.9472321,-74.265447
"9047","2013-2014","Warren",1,2014,5,NA,NA,43.5551053,-73.8381388
"9048","2013-2014","Washington",1,2014,4,NA,NA,43.3123766,-73.4394282
"9049","2013-2014","Wayne",1,2014,13,NA,NA,43.202,-77.0104
"9050","2013-2014","Westchester",1,2014,78,NA,NA,41.1527698,-73.745912
"9051","2013-2014","Wyoming",1,2014,1,NA,NA,42.7013627,-78.2285667
"9052","2013-2014","Yates",1,2014,1,NA,NA,42.6431,-77.1485
"9053","2013-2014","Albany",2,2014,39,NA,NA,42.5882713,-73.9740136
"9054","2013-2014","Allegany",2,2014,12,NA,NA,42.2478938,-78.0261758
"9055","2013-2014","Bronx",2,2014,258,NA,NA,40.8448,-73.8648
"9056","2013-2014","Broome",2,2014,27,NA,NA,42.1619773,-75.830291
"9057","2013-2014","Cattaraugus",2,2014,0,NA,NA,42.2448527,-78.6810055
"9058","2013-2014","Cayuga",2,2014,8,NA,NA,43.0085456,-76.5745866
"9059","2013-2014","Chautauqua",2,2014,25,NA,NA,42.3042159,-79.4075949
"9060","2013-2014","Chemung",2,2014,4,NA,NA,42.1552807,-76.7471788
"9061","2013-2014","Chenango",2,2014,4,NA,NA,42.489732,-75.6049051
"9062","2013-2014","Clinton",2,2014,9,NA,NA,44.7527103,-73.7056478
"9063","2013-2014","Columbia",2,2014,2,NA,NA,42.2477286,-73.6268046
"9064","2013-2014","Cortland",2,2014,9,NA,NA,42.5938237,-76.0762647
"9065","2013-2014","Delaware",2,2014,3,NA,NA,42.1939865,-74.966728
"9066","2013-2014","Dutchess",2,2014,16,NA,NA,41.7550085,-73.7399512
"9067","2013-2014","Erie",2,2014,87,NA,NA,42.752759,-78.7781922
"9068","2013-2014","Essex",2,2014,3,NA,NA,44.1089711,-73.7775726
"9069","2013-2014","Franklin",2,2014,12,NA,NA,44.5943743,-74.3106698
"9070","2013-2014","Fulton",2,2014,6,NA,NA,43.1156093,-74.4236782
"9071","2013-2014","Genesee",2,2014,7,NA,NA,43.0009096,-78.1927784
"9072","2013-2014","Greene",2,2014,4,NA,NA,42.2869511,-74.1494949
"9073","2013-2014","Hamilton",2,2014,0,NA,NA,43.6578786,-74.5024556
"9074","2013-2014","Herkimer",2,2014,12,NA,NA,43.1631,-74.8741
"9075","2013-2014","Jefferson",2,2014,7,NA,NA,44.0607,-75.9928
"9076","2013-2014","Kings",2,2014,176,NA,NA,40.6782,-73.9442
"9077","2013-2014","Lewis",2,2014,6,NA,NA,43.7863965,-75.4426165
"9078","2013-2014","Livingston",2,2014,5,NA,NA,42.7274845,-77.7697795
"9079","2013-2014","Madison",2,2014,5,NA,NA,42.9100255,-75.6635749
"9080","2013-2014","Monroe",2,2014,154,NA,NA,43.174966,-77.639663
"9081","2013-2014","Montgomery",2,2014,9,NA,NA,42.9008912,-74.4353575
"9082","2013-2014","Nassau",2,2014,101,NA,NA,40.7506561,-73.582905
"9083","2013-2014","New york",2,2014,132,NA,NA,40.7831,-73.9712
"9084","2013-2014","Niagara",2,2014,10,NA,NA,43.203001,-78.71083
"9085","2013-2014","Oneida",2,2014,75,NA,NA,43.2427273,-75.4342824
"9086","2013-2014","Onondaga",2,2014,44,NA,NA,43.0065299,-76.1961167
"9087","2013-2014","Ontario",2,2014,28,NA,NA,42.8566949,-77.3032768
"9088","2013-2014","Orange",2,2014,35,NA,NA,41.4024096,-74.3062522
"9089","2013-2014","Orleans",2,2014,10,NA,NA,43.209007,-78.254897
"9090","2013-2014","Oswego",2,2014,30,NA,NA,43.4614428,-76.209258
"9091","2013-2014","Otsego",2,2014,7,NA,NA,42.6297762,-75.028841
"9092","2013-2014","Putnam",2,2014,6,NA,NA,41.4351,-73.7949
"9093","2013-2014","Queens",2,2014,204,NA,NA,40.7282,-73.7949
"9094","2013-2014","Rensselaer",2,2014,12,NA,NA,42.7104206,-73.5138454
"9095","2013-2014","Richmond",2,2014,36,NA,NA,40.5795,-74.1502
"9096","2013-2014","Rockland",2,2014,11,NA,NA,41.1547851,-74.0247721
"9097","2013-2014","Saratoga",2,2014,47,NA,NA,43.1061353,-73.8553872
"9098","2013-2014","Schenectady",2,2014,19,NA,NA,42.8175421,-74.0435834
"9099","2013-2014","Schoharie",2,2014,2,NA,NA,42.591294,-74.4381718
"9100","2013-2014","Schuyler",2,2014,4,NA,NA,42.419776,-76.9386038
"9101","2013-2014","Seneca",2,2014,3,NA,NA,42.7652,-76.8721
"9102","2013-2014","St lawrence",2,2014,18,NA,NA,44.4881125,-75.074311
"9103","2013-2014","Steuben",2,2014,15,NA,NA,42.2667252,-77.3855253
"9104","2013-2014","Suffolk",2,2014,141,NA,NA,40.943554,-72.6922184
"9105","2013-2014","Sullivan",2,2014,7,NA,NA,41.7201763,-74.7646796
"9106","2013-2014","Tioga",2,2014,6,NA,NA,42.1256,-76.3637
"9107","2013-2014","Tompkins",2,2014,7,NA,NA,42.4532811,-76.4737116
"9108","2013-2014","Ulster",2,2014,12,NA,NA,41.9472321,-74.265447
"9109","2013-2014","Warren",2,2014,6,NA,NA,43.5551053,-73.8381388
"9110","2013-2014","Washington",2,2014,5,NA,NA,43.3123766,-73.4394282
"9111","2013-2014","Wayne",2,2014,19,NA,NA,43.202,-77.0104
"9112","2013-2014","Westchester",2,2014,153,NA,NA,41.1527698,-73.745912
"9113","2013-2014","Wyoming",2,2014,3,NA,NA,42.7013627,-78.2285667
"9114","2013-2014","Yates",2,2014,5,NA,NA,42.6431,-77.1485
"9115","2013-2014","Albany",3,2014,69,NA,NA,42.5882713,-73.9740136
"9116","2013-2014","Allegany",3,2014,19,NA,NA,42.2478938,-78.0261758
"9117","2013-2014","Bronx",3,2014,251,NA,NA,40.8448,-73.8648
"9118","2013-2014","Broome",3,2014,49,NA,NA,42.1619773,-75.830291
"9119","2013-2014","Cattaraugus",3,2014,9,NA,NA,42.2448527,-78.6810055
"9120","2013-2014","Cayuga",3,2014,10,NA,NA,43.0085456,-76.5745866
"9121","2013-2014","Chautauqua",3,2014,47,NA,NA,42.3042159,-79.4075949
"9122","2013-2014","Chemung",3,2014,9,NA,NA,42.1552807,-76.7471788
"9123","2013-2014","Chenango",3,2014,13,NA,NA,42.489732,-75.6049051
"9124","2013-2014","Clinton",3,2014,1,NA,NA,44.7527103,-73.7056478
"9125","2013-2014","Columbia",3,2014,13,NA,NA,42.2477286,-73.6268046
"9126","2013-2014","Cortland",3,2014,10,NA,NA,42.5938237,-76.0762647
"9127","2013-2014","Delaware",3,2014,11,NA,NA,42.1939865,-74.966728
"9128","2013-2014","Dutchess",3,2014,28,NA,NA,41.7550085,-73.7399512
"9129","2013-2014","Erie",3,2014,82,NA,NA,42.752759,-78.7781922
"9130","2013-2014","Essex",3,2014,2,NA,NA,44.1089711,-73.7775726
"9131","2013-2014","Franklin",3,2014,14,NA,NA,44.5943743,-74.3106698
"9132","2013-2014","Fulton",3,2014,13,NA,NA,43.1156093,-74.4236782
"9133","2013-2014","Genesee",3,2014,13,NA,NA,43.0009096,-78.1927784
"9134","2013-2014","Greene",3,2014,13,NA,NA,42.2869511,-74.1494949
"9135","2013-2014","Hamilton",3,2014,1,NA,NA,43.6578786,-74.5024556
"9136","2013-2014","Herkimer",3,2014,9,NA,NA,43.1631,-74.8741
"9137","2013-2014","Jefferson",3,2014,17,NA,NA,44.0607,-75.9928
"9138","2013-2014","Kings",3,2014,213,NA,NA,40.6782,-73.9442
"9139","2013-2014","Lewis",3,2014,7,NA,NA,43.7863965,-75.4426165
"9140","2013-2014","Livingston",3,2014,5,NA,NA,42.7274845,-77.7697795
"9141","2013-2014","Madison",3,2014,21,NA,NA,42.9100255,-75.6635749
"9142","2013-2014","Monroe",3,2014,187,NA,NA,43.174966,-77.639663
"9143","2013-2014","Montgomery",3,2014,16,NA,NA,42.9008912,-74.4353575
"9144","2013-2014","Nassau",3,2014,126,NA,NA,40.7506561,-73.582905
"9145","2013-2014","New york",3,2014,162,NA,NA,40.7831,-73.9712
"9146","2013-2014","Niagara",3,2014,6,NA,NA,43.203001,-78.71083
"9147","2013-2014","Oneida",3,2014,98,NA,NA,43.2427273,-75.4342824
"9148","2013-2014","Onondaga",3,2014,85,NA,NA,43.0065299,-76.1961167
"9149","2013-2014","Ontario",3,2014,29,NA,NA,42.8566949,-77.3032768
"9150","2013-2014","Orange",3,2014,69,NA,NA,41.4024096,-74.3062522
"9151","2013-2014","Orleans",3,2014,5,NA,NA,43.209007,-78.254897
"9152","2013-2014","Oswego",3,2014,33,NA,NA,43.4614428,-76.209258
"9153","2013-2014","Otsego",3,2014,8,NA,NA,42.6297762,-75.028841
"9154","2013-2014","Putnam",3,2014,12,NA,NA,41.4351,-73.7949
"9155","2013-2014","Queens",3,2014,256,NA,NA,40.7282,-73.7949
"9156","2013-2014","Rensselaer",3,2014,35,NA,NA,42.7104206,-73.5138454
"9157","2013-2014","Richmond",3,2014,41,NA,NA,40.5795,-74.1502
"9158","2013-2014","Rockland",3,2014,18,NA,NA,41.1547851,-74.0247721
"9159","2013-2014","Saratoga",3,2014,77,NA,NA,43.1061353,-73.8553872
"9160","2013-2014","Schenectady",3,2014,45,NA,NA,42.8175421,-74.0435834
"9161","2013-2014","Schoharie",3,2014,3,NA,NA,42.591294,-74.4381718
"9162","2013-2014","Schuyler",3,2014,1,NA,NA,42.419776,-76.9386038
"9163","2013-2014","Seneca",3,2014,13,NA,NA,42.7652,-76.8721
"9164","2013-2014","St lawrence",3,2014,31,NA,NA,44.4881125,-75.074311
"9165","2013-2014","Steuben",3,2014,11,NA,NA,42.2667252,-77.3855253
"9166","2013-2014","Suffolk",3,2014,224,NA,NA,40.943554,-72.6922184
"9167","2013-2014","Sullivan",3,2014,11,NA,NA,41.7201763,-74.7646796
"9168","2013-2014","Tioga",3,2014,7,NA,NA,42.1256,-76.3637
"9169","2013-2014","Tompkins",3,2014,4,NA,NA,42.4532811,-76.4737116
"9170","2013-2014","Ulster",3,2014,12,NA,NA,41.9472321,-74.265447
"9171","2013-2014","Warren",3,2014,4,NA,NA,43.5551053,-73.8381388
"9172","2013-2014","Washington",3,2014,9,NA,NA,43.3123766,-73.4394282
"9173","2013-2014","Wayne",3,2014,24,NA,NA,43.202,-77.0104
"9174","2013-2014","Westchester",3,2014,169,NA,NA,41.1527698,-73.745912
"9175","2013-2014","Wyoming",3,2014,0,NA,NA,42.7013627,-78.2285667
"9176","2013-2014","Yates",3,2014,6,NA,NA,42.6431,-77.1485
"9177","2013-2014","Albany",4,2014,53,NA,NA,42.5882713,-73.9740136
"9178","2013-2014","Allegany",4,2014,19,NA,NA,42.2478938,-78.0261758
"9179","2013-2014","Bronx",4,2014,258,NA,NA,40.8448,-73.8648
"9180","2013-2014","Broome",4,2014,39,NA,NA,42.1619773,-75.830291
"9181","2013-2014","Cattaraugus",4,2014,6,NA,NA,42.2448527,-78.6810055
"9182","2013-2014","Cayuga",4,2014,16,NA,NA,43.0085456,-76.5745866
"9183","2013-2014","Chautauqua",4,2014,46,NA,NA,42.3042159,-79.4075949
"9184","2013-2014","Chemung",4,2014,9,NA,NA,42.1552807,-76.7471788
"9185","2013-2014","Chenango",4,2014,15,NA,NA,42.489732,-75.6049051
"9186","2013-2014","Clinton",4,2014,1,NA,NA,44.7527103,-73.7056478
"9187","2013-2014","Columbia",4,2014,4,NA,NA,42.2477286,-73.6268046
"9188","2013-2014","Cortland",4,2014,3,NA,NA,42.5938237,-76.0762647
"9189","2013-2014","Delaware",4,2014,9,NA,NA,42.1939865,-74.966728
"9190","2013-2014","Dutchess",4,2014,46,NA,NA,41.7550085,-73.7399512
"9191","2013-2014","Erie",4,2014,78,NA,NA,42.752759,-78.7781922
"9192","2013-2014","Essex",4,2014,6,NA,NA,44.1089711,-73.7775726
"9193","2013-2014","Franklin",4,2014,10,NA,NA,44.5943743,-74.3106698
"9194","2013-2014","Fulton",4,2014,16,NA,NA,43.1156093,-74.4236782
"9195","2013-2014","Genesee",4,2014,11,NA,NA,43.0009096,-78.1927784
"9196","2013-2014","Greene",4,2014,4,NA,NA,42.2869511,-74.1494949
"9197","2013-2014","Hamilton",4,2014,0,NA,NA,43.6578786,-74.5024556
"9198","2013-2014","Herkimer",4,2014,22,NA,NA,43.1631,-74.8741
"9199","2013-2014","Jefferson",4,2014,13,NA,NA,44.0607,-75.9928
"9200","2013-2014","Kings",4,2014,191,NA,NA,40.6782,-73.9442
"9201","2013-2014","Lewis",4,2014,9,NA,NA,43.7863965,-75.4426165
"9202","2013-2014","Livingston",4,2014,15,NA,NA,42.7274845,-77.7697795
"9203","2013-2014","Madison",4,2014,18,NA,NA,42.9100255,-75.6635749
"9204","2013-2014","Monroe",4,2014,218,NA,NA,43.174966,-77.639663
"9205","2013-2014","Montgomery",4,2014,10,NA,NA,42.9008912,-74.4353575
"9206","2013-2014","Nassau",4,2014,140,NA,NA,40.7506561,-73.582905
"9207","2013-2014","New york",4,2014,112,NA,NA,40.7831,-73.9712
"9208","2013-2014","Niagara",4,2014,3,NA,NA,43.203001,-78.71083
"9209","2013-2014","Oneida",4,2014,106,NA,NA,43.2427273,-75.4342824
"9210","2013-2014","Onondaga",4,2014,116,NA,NA,43.0065299,-76.1961167
"9211","2013-2014","Ontario",4,2014,27,NA,NA,42.8566949,-77.3032768
"9212","2013-2014","Orange",4,2014,65,NA,NA,41.4024096,-74.3062522
"9213","2013-2014","Orleans",4,2014,7,NA,NA,43.209007,-78.254897
"9214","2013-2014","Oswego",4,2014,42,NA,NA,43.4614428,-76.209258
"9215","2013-2014","Otsego",4,2014,7,NA,NA,42.6297762,-75.028841
"9216","2013-2014","Putnam",4,2014,9,NA,NA,41.4351,-73.7949
"9217","2013-2014","Queens",4,2014,184,NA,NA,40.7282,-73.7949
"9218","2013-2014","Rensselaer",4,2014,18,NA,NA,42.7104206,-73.5138454
"9219","2013-2014","Richmond",4,2014,48,NA,NA,40.5795,-74.1502
"9220","2013-2014","Rockland",4,2014,13,NA,NA,41.1547851,-74.0247721
"9221","2013-2014","Saratoga",4,2014,55,NA,NA,43.1061353,-73.8553872
"9222","2013-2014","Schenectady",4,2014,20,NA,NA,42.8175421,-74.0435834
"9223","2013-2014","Schoharie",4,2014,4,NA,NA,42.591294,-74.4381718
"9224","2013-2014","Schuyler",4,2014,3,NA,NA,42.419776,-76.9386038
"9225","2013-2014","Seneca",4,2014,9,NA,NA,42.7652,-76.8721
"9226","2013-2014","St lawrence",4,2014,22,NA,NA,44.4881125,-75.074311
"9227","2013-2014","Steuben",4,2014,25,NA,NA,42.2667252,-77.3855253
"9228","2013-2014","Suffolk",4,2014,235,NA,NA,40.943554,-72.6922184
"9229","2013-2014","Sullivan",4,2014,9,NA,NA,41.7201763,-74.7646796
"9230","2013-2014","Tioga",4,2014,13,NA,NA,42.1256,-76.3637
"9231","2013-2014","Tompkins",4,2014,8,NA,NA,42.4532811,-76.4737116
"9232","2013-2014","Ulster",4,2014,16,NA,NA,41.9472321,-74.265447
"9233","2013-2014","Warren",4,2014,4,NA,NA,43.5551053,-73.8381388
"9234","2013-2014","Washington",4,2014,5,NA,NA,43.3123766,-73.4394282
"9235","2013-2014","Wayne",4,2014,16,NA,NA,43.202,-77.0104
"9236","2013-2014","Westchester",4,2014,177,NA,NA,41.1527698,-73.745912
"9237","2013-2014","Wyoming",4,2014,2,NA,NA,42.7013627,-78.2285667
"9238","2013-2014","Yates",4,2014,1,NA,NA,42.6431,-77.1485
"9239","2013-2014","Albany",5,2014,45,NA,NA,42.5882713,-73.9740136
"9240","2013-2014","Allegany",5,2014,23,NA,NA,42.2478938,-78.0261758
"9241","2013-2014","Bronx",5,2014,252,NA,NA,40.8448,-73.8648
"9242","2013-2014","Broome",5,2014,74,NA,NA,42.1619773,-75.830291
"9243","2013-2014","Cattaraugus",5,2014,5,NA,NA,42.2448527,-78.6810055
"9244","2013-2014","Cayuga",5,2014,12,NA,NA,43.0085456,-76.5745866
"9245","2013-2014","Chautauqua",5,2014,36,NA,NA,42.3042159,-79.4075949
"9246","2013-2014","Chemung",5,2014,8,NA,NA,42.1552807,-76.7471788
"9247","2013-2014","Chenango",5,2014,19,NA,NA,42.489732,-75.6049051
"9248","2013-2014","Clinton",5,2014,1,NA,NA,44.7527103,-73.7056478
"9249","2013-2014","Columbia",5,2014,12,NA,NA,42.2477286,-73.6268046
"9250","2013-2014","Cortland",5,2014,8,NA,NA,42.5938237,-76.0762647
"9251","2013-2014","Delaware",5,2014,6,NA,NA,42.1939865,-74.966728
"9252","2013-2014","Dutchess",5,2014,45,NA,NA,41.7550085,-73.7399512
"9253","2013-2014","Erie",5,2014,57,NA,NA,42.752759,-78.7781922
"9254","2013-2014","Essex",5,2014,4,NA,NA,44.1089711,-73.7775726
"9255","2013-2014","Franklin",5,2014,7,NA,NA,44.5943743,-74.3106698
"9256","2013-2014","Fulton",5,2014,4,NA,NA,43.1156093,-74.4236782
"9257","2013-2014","Genesee",5,2014,10,NA,NA,43.0009096,-78.1927784
"9258","2013-2014","Greene",5,2014,5,NA,NA,42.2869511,-74.1494949
"9259","2013-2014","Hamilton",5,2014,0,NA,NA,43.6578786,-74.5024556
"9260","2013-2014","Herkimer",5,2014,20,NA,NA,43.1631,-74.8741
"9261","2013-2014","Jefferson",5,2014,14,NA,NA,44.0607,-75.9928
"9262","2013-2014","Kings",5,2014,110,NA,NA,40.6782,-73.9442
"9263","2013-2014","Lewis",5,2014,3,NA,NA,43.7863965,-75.4426165
"9264","2013-2014","Livingston",5,2014,17,NA,NA,42.7274845,-77.7697795
"9265","2013-2014","Madison",5,2014,16,NA,NA,42.9100255,-75.6635749
"9266","2013-2014","Monroe",5,2014,185,NA,NA,43.174966,-77.639663
"9267","2013-2014","Montgomery",5,2014,7,NA,NA,42.9008912,-74.4353575
"9268","2013-2014","Nassau",5,2014,124,NA,NA,40.7506561,-73.582905
"9269","2013-2014","New york",5,2014,102,NA,NA,40.7831,-73.9712
"9270","2013-2014","Niagara",5,2014,9,NA,NA,43.203001,-78.71083
"9271","2013-2014","Oneida",5,2014,73,NA,NA,43.2427273,-75.4342824
"9272","2013-2014","Onondaga",5,2014,119,NA,NA,43.0065299,-76.1961167
"9273","2013-2014","Ontario",5,2014,18,NA,NA,42.8566949,-77.3032768
"9274","2013-2014","Orange",5,2014,50,NA,NA,41.4024096,-74.3062522
"9275","2013-2014","Orleans",5,2014,11,NA,NA,43.209007,-78.254897
"9276","2013-2014","Oswego",5,2014,51,NA,NA,43.4614428,-76.209258
"9277","2013-2014","Otsego",5,2014,6,NA,NA,42.6297762,-75.028841
"9278","2013-2014","Putnam",5,2014,7,NA,NA,41.4351,-73.7949
"9279","2013-2014","Queens",5,2014,149,NA,NA,40.7282,-73.7949
"9280","2013-2014","Rensselaer",5,2014,19,NA,NA,42.7104206,-73.5138454
"9281","2013-2014","Richmond",5,2014,31,NA,NA,40.5795,-74.1502
"9282","2013-2014","Rockland",5,2014,13,NA,NA,41.1547851,-74.0247721
"9283","2013-2014","Saratoga",5,2014,37,NA,NA,43.1061353,-73.8553872
"9284","2013-2014","Schenectady",5,2014,21,NA,NA,42.8175421,-74.0435834
"9285","2013-2014","Schoharie",5,2014,3,NA,NA,42.591294,-74.4381718
"9286","2013-2014","Schuyler",5,2014,1,NA,NA,42.419776,-76.9386038
"9287","2013-2014","Seneca",5,2014,5,NA,NA,42.7652,-76.8721
"9288","2013-2014","St lawrence",5,2014,30,NA,NA,44.4881125,-75.074311
"9289","2013-2014","Steuben",5,2014,28,NA,NA,42.2667252,-77.3855253
"9290","2013-2014","Suffolk",5,2014,196,NA,NA,40.943554,-72.6922184
"9291","2013-2014","Sullivan",5,2014,14,NA,NA,41.7201763,-74.7646796
"9292","2013-2014","Tioga",5,2014,14,NA,NA,42.1256,-76.3637
"9293","2013-2014","Tompkins",5,2014,52,NA,NA,42.4532811,-76.4737116
"9294","2013-2014","Ulster",5,2014,20,NA,NA,41.9472321,-74.265447
"9295","2013-2014","Warren",5,2014,4,NA,NA,43.5551053,-73.8381388
"9296","2013-2014","Washington",5,2014,10,NA,NA,43.3123766,-73.4394282
"9297","2013-2014","Wayne",5,2014,19,NA,NA,43.202,-77.0104
"9298","2013-2014","Westchester",5,2014,145,NA,NA,41.1527698,-73.745912
"9299","2013-2014","Wyoming",5,2014,2,NA,NA,42.7013627,-78.2285667
"9300","2013-2014","Yates",5,2014,2,NA,NA,42.6431,-77.1485
"9301","2013-2014","Albany",6,2014,32,NA,NA,42.5882713,-73.9740136
"9302","2013-2014","Allegany",6,2014,29,NA,NA,42.2478938,-78.0261758
"9303","2013-2014","Bronx",6,2014,211,NA,NA,40.8448,-73.8648
"9304","2013-2014","Broome",6,2014,80,NA,NA,42.1619773,-75.830291
"9305","2013-2014","Cattaraugus",6,2014,2,NA,NA,42.2448527,-78.6810055
"9306","2013-2014","Cayuga",6,2014,11,NA,NA,43.0085456,-76.5745866
"9307","2013-2014","Chautauqua",6,2014,28,NA,NA,42.3042159,-79.4075949
"9308","2013-2014","Chemung",6,2014,6,NA,NA,42.1552807,-76.7471788
"9309","2013-2014","Chenango",6,2014,16,NA,NA,42.489732,-75.6049051
"9310","2013-2014","Clinton",6,2014,0,NA,NA,44.7527103,-73.7056478
"9311","2013-2014","Columbia",6,2014,7,NA,NA,42.2477286,-73.6268046
